Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,BMI
0,17,1.8,97.0,1,1,2.0,3.0,1,0,3.0,0,1.0,1.0,1,0,3,29.94
0,18,1.82,80.0,1,1,2.0,3.0,1,0,2.0,0,3.0,2.0,0,0,1,24.15
0,20,1.98,125.0,1,1,2.0,3.0,3,0,3.0,0,1.0,1.0,1,4,4,31.88
0,17,1.75,70.0,1,0,2.0,3.0,1,0,1.0,0,3.0,2.0,1,0,1,22.86
1,26,1.65,60.0,0,0,3.0,4.0,3,0,2.0,0,2.0,0.0,0,0,1,22.04
1,17,1.6,53.0,0,1,1.0,3.0,1,0,1.0,0,2.0,2.0,1,0,1,20.7
1,24,1.6,51.0,1,1,1.0,3.0,1,0,2.0,0,0.0,1.0,1,3,1,19.92
1,17,1.6,59.0,0,1,2.0,3.0,1,0,2.0,0,1.0,2.0,0,4,1,23.05
0,17,1.9,60.0,0,0,3.0,3.0,1,0,2.0,0,3.0,1.0,0,0,0,16.62
1,17,1.7,56.0,1,1,1.0,3.0,1,0,1.0,0,1.0,1.0,0,3,1,19.38
1,33,1.56,48.0,1,0,2.0,3.0,1,0,2.0,0,1.0,0.0,1,4,1,19.72
0,20,1.87,75.0,0,1,2.0,3.0,2,0,1.0,0,1.0,1.0,1,4,1,21.45
1,37,1.65,73.0,1,0,3.0,3.0,1,0,2.0,0,1.0,0.0,1,3,2,26.81
0,24,1.7,68.0,0,1,3.0,3.0,1,0,2.0,0,0.0,0.0,1,2,1,23.53
1,40,1.58,63.0,0,1,2.0,3.0,2,0,2.0,0,3.0,1.0,1,4,2,25.24
0,20,1.58,74.0,0,0,3.0,3.0,2,0,2.0,0,3.0,1.0,1,4,3,29.64
0,19,1.8,60.0,0,1,2.0,3.0,1,0,1.0,0,1.0,1.0,0,4,1,18.52
1,18,1.62,58.0,0,1,3.0,3.0,1,0,1.0,0,0.0,2.0,0,3,1,22.1
0,18,1.76,70.0,1,1,2.0,4.0,2,0,2.0,0,2.0,1.0,1,3,1,22.6
1,36,1.58,60.0,1,0,3.0,3.0,1,0,1.0,0,2.0,0.0,1,3,1,24.03
0,18,1.76,68.0,0,0,2.0,4.0,2,0,2.0,0,1.0,1.0,1,4,1,21.95
0,18,1.73,70.0,0,1,3.0,3.0,2,0,1.0,0,2.0,1.0,1,4,1,23.39
0,17,1.7,70.0,1,1,3.0,3.0,1,0,2.0,0,0.0,2.0,1,0,1,24.22
0,25,1.7,83.0,0,1,3.0,3.0,1,0,3.0,1,3.0,0.0,0,2,3,28.72
0,21,1.8,75.0,1,1,3.0,3.0,2,0,1.0,0,2.0,0.0,1,4,1,23.15
1,29,1.6,56.0,1,0,2.0,3.0,2,0,1.0,0,0.0,1.0,1,4,1,21.87
0,17,1.7,98.0,1,0,2.0,3.0,1,0,2.0,0,0.0,1.0,1,3,4,33.91
1,16,1.55,45.0,0,1,2.0,3.0,2,0,2.0,0,1.0,1.0,0,4,1,18.73
1,18,1.59,53.0,0,0,1.0,3.0,1,0,1.0,0,1.0,2.0,0,4,1,20.96
1,37,1.5,75.0,1,1,2.0,3.0,2,0,1.0,0,0.0,0.0,1,2,4,33.33
0,18,1.78,108.0,1,0,2.0,3.0,1,0,3.0,0,1.0,0.0,0,4,4,34.09
0,23,1.71,50.0,1,1,2.0,3.0,3,0,3.0,0,0.0,2.0,0,4,0,17.1
1,18,1.7,50.0,0,0,2.0,3.0,1,0,2.0,0,0.0,1.0,1,0,0,17.3
0,18,1.76,69.5,0,0,3.0,3.0,2,0,3.0,0,2.0,2.0,0,4,1,22.44
0,18,1.7,78.0,0,1,1.0,3.0,1,0,2.0,0,0.0,1.0,1,4,3,26.99
1,17,1.53,55.0,1,1,2.0,3.0,1,0,1.0,0,0.0,1.0,0,4,1,23.5
1,20,1.54,39.0,1,1,1.0,3.0,1,0,2.0,0,3.0,2.0,1,4,0,16.44
1,38,1.55,59.0,1,0,3.0,3.0,1,0,1.0,0,2.0,1.0,2,3,1,24.56
0,20,1.66,60.0,0,1,2.0,4.0,2,0,3.0,0,0.0,0.0,0,4,1,21.77
0,18,1.65,70.0,1,0,2.0,3.0,1,0,2.0,0,0.0,0.0,0,4,2,25.71
0,26,1.83,82.0,0,1,2.0,3.0,3,0,2.0,0,1.0,1.0,1,4,1,24.49
1,26,1.66,112.0,1,0,3.0,3.0,1,0,3.0,0,0.0,0.0,0,3,6,40.64
0,34,1.78,73.0,0,1,2.0,3.0,1,0,2.0,0,3.0,1.0,1,3,1,23.04
0,18,1.74,86.0,0,0,3.0,3.0,1,0,2.0,0,3.0,0.0,0,4,3,28.41
0,33,1.76,66.5,0,0,2.0,3.0,1,0,2.0,0,3.0,1.0,1,3,1,21.47
1,19,1.51,59.0,1,1,3.0,3.0,2,0,1.0,0,1.0,2.0,1,0,2,25.88
0,20,1.83,66.0,0,0,2.0,3.0,1,0,2.0,0,1.0,1.0,0,4,1,19.71
1,20,1.6,65.0,0,0,3.0,3.0,1,0,2.0,1,0.0,0.0,1,4,2,25.39
0,33,1.85,85.0,0,1,2.0,3.0,2,0,2.0,0,1.0,0.0,1,3,1,24.84
0,33,1.75,85.0,0,0,2.0,3.0,1,0,2.0,1,1.0,0.0,1,4,3,27.76
0,14,1.71,72.0,1,1,3.0,3.0,1,0,3.0,0,2.0,1.0,0,0,1,24.62
0,34,1.84,88.0,0,1,3.0,3.0,1,0,1.0,1,2.0,0.0,0,3,2,25.99
0,18,1.77,87.0,1,1,3.0,3.0,1,0,2.0,0,1.0,1.0,2,4,3,27.77
0,18,1.7,90.0,0,1,3.0,3.0,1,0,2.0,0,2.0,0.0,1,4,4,31.14
0,29,1.62,89.0,1,1,1.0,3.0,1,0,1.0,0,0.0,0.0,1,4,4,33.91
0,18,1.85,60.0,1,1,3.0,4.0,1,0,2.0,1,2.0,0.0,1,3,0,17.53
0,18,1.84,60.0,1,1,3.0,4.0,1,0,2.0,1,2.0,0.0,1,3,0,17.72
0,19,1.75,58.0,0,1,2.0,3.0,1,0,2.0,0,2.0,0.0,1,1,1,18.94
0,33,1.85,93.0,1,1,2.0,3.0,1,0,1.0,0,1.0,1.0,1,0,3,27.17
0,33,1.74,76.0,0,0,2.0,3.0,1,0,1.0,0,0.0,2.0,1,0,2,25.1
1,19,1.61,53.8,1,1,2.0,3.0,3,0,2.0,0,2.0,1.0,1,4,1,20.76
0,22,1.75,70.0,0,0,2.0,3.0,1,0,3.0,0,1.0,1.0,0,4,1,22.86
1,20,1.67,60.0,0,1,3.0,3.0,0,0,2.0,0,3.0,0.0,1,4,1,21.51
0,26,1.9,80.0,1,1,2.0,3.0,2,0,1.0,1,1.0,0.0,1,3,1,22.16
0,18,1.65,85.0,0,1,2.0,3.0,1,0,1.0,0,1.0,0.0,1,4,4,31.22
1,18,1.6,55.0,0,1,2.0,4.0,2,0,2.0,0,2.0,1.0,1,4,1,21.48
0,19,1.8,70.0,0,1,3.0,3.0,2,0,1.0,0,2.0,0.0,0,4,1,21.6
1,18,1.64,59.0,1,1,2.0,3.0,1,0,1.0,0,1.0,1.0,1,4,1,21.94
0,19,1.89,87.0,0,1,2.0,4.0,2,0,2.0,0,3.0,1.0,2,3,1,24.36
1,18,1.56,55.0,0,1,2.0,3.0,1,0,1.0,0,0.0,0.0,2,3,1,22.6
1,19,1.67,64.0,0,1,3.0,3.0,1,0,2.0,0,2.0,1.0,1,3,1,22.95
1,19,1.6,60.0,0,1,2.0,3.0,2,0,2.0,0,0.0,1.0,1,4,1,23.44
1,18,1.55,56.0,0,1,2.0,3.0,1,0,1.0,0,0.0,0.0,0,3,1,23.31
1,18,1.55,50.0,1,1,3.0,3.0,2,0,1.0,0,1.0,2.0,0,4,1,20.81
0,26,1.72,65.0,1,1,2.0,3.0,1,0,2.0,0,0.0,1.0,1,0,1,21.97
0,18,1.72,53.0,1,1,2.0,3.0,1,0,2.0,0,0.0,2.0,1,4,0,17.92
1,19,1.51,45.0,0,1,2.0,4.0,1,0,1.0,0,3.0,0.0,1,4,1,19.74
0,19,1.83,82.0,1,1,3.0,3.0,2,0,2.0,0,2.0,0.0,1,4,1,24.49
0,19,1.8,87.0,1,1,2.0,4.0,1,0,2.0,0,2.0,1.0,1,4,2,26.85
1,18,1.63,63.0,1,1,1.0,3.0,1,0,2.0,0,2.0,2.0,1,4,1,23.71
0,19,1.71,71.0,0,1,3.0,3.0,1,0,2.0,0,1.0,1.0,1,4,1,24.28
0,19,1.7,65.0,1,0,2.0,3.0,2,0,2.0,0,1.0,0.0,0,4,1,22.49
0,23,1.75,69.0,0,0,3.0,3.0,0,0,2.0,0,2.0,1.0,1,3,1,22.53
1,18,1.62,50.0,0,1,3.0,3.0,1,0,1.0,0,0.0,0.0,1,3,1,19.05
0,18,1.85,66.0,0,1,2.0,3.0,2,0,1.0,0,1.0,1.0,1,4,1,19.28
1,19,1.5,45.0,0,1,2.0,3.0,1,0,1.0,0,0.0,0.0,1,4,1,20.0
0,19,1.69,60.0,0,1,2.0,3.0,3,0,1.0,0,1.0,1.0,1,4,1,21.01
0,19,1.76,79.0,1,1,2.0,3.0,2,0,3.0,0,1.0,2.0,2,4,2,25.5
1,18,1.62,55.0,1,1,2.0,3.0,2,0,1.0,0,1.0,1.0,0,4,1,20.96
0,17,1.8,68.0,1,0,2.0,3.0,1,0,1.0,0,2.0,1.0,1,4,1,20.99
0,18,1.93,86.0,0,0,3.0,4.0,3,0,2.0,0,2.0,0.0,1,0,1,23.09
1,18,1.6,51.0,1,1,2.0,3.0,2,0,1.0,0,1.0,1.0,1,4,1,19.92
0,22,1.74,75.0,1,1,3.0,3.0,2,0,1.0,0,1.0,0.0,0,3,1,24.77
0,22,1.74,75.0,1,1,3.0,3.0,2,0,1.0,0,1.0,0.0,0,3,1,24.77
1,20,1.62,45.0,0,1,3.0,3.0,2,0,1.0,0,1.0,0.0,1,4,0,17.15
1,20,1.56,51.5,0,1,2.0,3.0,2,0,2.0,0,3.0,0.0,1,4,1,21.16
1,18,1.6,83.0,1,1,2.0,3.0,1,0,2.0,1,1.0,0.0,0,4,4,32.42
1,18,1.54,71.0,0,0,3.0,4.0,2,0,2.0,0,1.0,1.0,0,4,3,29.94
1,18,1.63,51.0,1,1,1.0,3.0,2,0,1.0,0,1.0,0.0,1,4,1,19.2
0,19,1.78,64.0,0,1,2.0,3.0,1,0,1.0,0,1.0,0.0,0,4,1,20.2
1,18,1.71,75.0,1,1,3.0,3.0,1,0,2.0,0,1.0,0.0,0,4,2,25.65
1,18,1.64,56.0,1,1,3.0,3.0,2,0,1.0,1,1.0,1.0,0,4,1,20.82
0,19,1.69,65.0,0,1,2.0,3.0,2,0,1.0,0,1.0,1.0,1,4,1,22.76
1,17,1.58,50.0,0,1,1.0,4.0,2,0,2.0,0,1.0,2.0,1,4,1,20.03
1,18,1.57,50.0,0,1,2.0,3.0,1,0,1.0,0,0.0,1.0,1,4,1,20.28
0,18,1.74,64.0,1,1,3.0,4.0,1,0,1.0,1,2.0,0.0,1,4,1,21.14
1,18,1.5,58.0,0,1,2.0,3.0,1,0,1.0,0,0.0,0.0,0,4,2,25.78
1,36,1.65,80.0,1,1,2.0,3.0,1,0,1.0,0,0.0,2.0,0,3,3,29.38
0,21,1.8,73.0,1,1,1.0,3.0,3,0,2.0,0,3.0,1.0,1,4,1,22.53
0,23,1.75,75.0,0,1,2.0,3.0,1,0,2.0,0,1.0,0.0,2,4,1,24.49
0,20,1.84,104.0,1,0,2.0,3.0,1,0,3.0,0,3.0,0.0,0,2,4,30.72
0,21,1.88,84.0,1,1,3.0,3.0,1,0,3.0,0,2.0,1.0,1,0,1,23.77
0,24,1.75,84.0,0,1,3.0,3.0,0,0,2.0,1,1.0,0.0,1,4,3,27.43
0,25,1.66,68.0,0,1,2.0,3.0,1,1,1.0,0,1.0,1.0,1,4,1,24.68
0,20,1.8,65.0,0,1,2.0,3.0,2,0,1.0,0,2.0,0.0,1,2,1,20.06
1,18,1.67,66.0,0,1,3.0,3.0,1,0,2.0,0,0.0,0.0,1,4,1,23.67
0,18,1.72,53.0,1,1,2.0,3.0,1,0,2.0,0,0.0,2.0,1,4,0,17.92
0,20,1.56,45.0,0,0,2.0,3.0,1,0,2.0,0,1.0,1.0,1,4,1,18.49
1,25,1.69,104.57,1,1,3.0,3.0,1,0,1.15,0,0.32,1.0,1,4,6,36.77
1,19,1.68,126.67,1,1,3.0,3.0,1,0,1.12,0,1.54,1.0,1,4,6,44.72
1,26,1.62,110.79,1,1,3.0,3.0,1,0,2.7,0,0.0,0.29,1,4,6,42.09
1,22,1.76,137.8,1,1,3.0,3.0,1,0,2.18,0,1.98,0.84,1,4,6,44.71
1,22,1.84,165.06,1,1,3.0,3.0,1,0,2.41,0,0.1,0.48,1,4,6,48.57
1,18,1.75,133.03,1,1,3.0,3.0,1,0,2.98,0,1.59,0.63,1,4,6,43.66
1,26,1.63,111.49,1,1,3.0,3.0,1,0,2.44,0,0.0,0.27,1,4,6,41.91
1,26,1.63,104.83,1,1,3.0,3.0,1,0,2.65,0,0.0,0.56,1,4,6,39.49
1,22,1.77,133.96,1,1,3.0,3.0,1,0,2.83,0,1.4,0.93,1,4,6,42.73
0,20,1.74,54.93,1,1,2.0,3.29,1,0,2.85,0,1.68,2.0,1,4,0,18.07
0,17,1.77,55.7,1,1,2.0,4.0,1,0,2.88,0,2.0,1.34,1,4,0,17.74
0,22,1.75,55.88,1,1,2.45,4.0,1,0,2.15,0,2.0,0.59,1,4,0,18.17
1,22,1.68,51.15,1,1,3.0,3.0,2,0,2.82,0,1.98,1.0,0,4,0,18.22
1,21,1.67,49.87,1,1,3.0,3.0,2,0,2.59,0,2.0,1.0,0,4,0,17.96
1,22,1.71,51.97,1,1,2.88,3.0,2,0,1.03,0,2.21,1.37,0,4,0,17.74
1,21,1.6,44.85,0,0,3.0,1.73,2,0,2.44,0,1.32,0.0,0,4,0,17.56
1,22,1.6,42.85,0,0,3.0,2.58,2,0,2.65,0,0.9,0.0,0,4,0,16.82
1,21,1.59,43.09,0,0,2.01,1.74,2,0,1.79,0,0.12,0.0,0,4,0,17.11
1,24,1.6,45.0,0,0,2.59,3.0,2,0,2.07,0,1.68,0.0,0,4,0,17.58
1,19,1.69,45.0,0,1,3.0,3.0,1,0,3.0,1,2.54,1.28,0,4,0,15.79
1,19,1.56,42.34,0,1,3.0,2.08,1,0,2.14,1,0.2,0.06,0,4,0,17.48
1,19,1.56,42.1,0,1,3.0,1.89,1,0,2.46,1,1.6,1.0,0,4,0,17.21
1,20,1.55,44.64,0,1,3.0,2.86,2,0,1.0,0,0.75,0.0,1,4,0,18.57
1,22,1.73,50.89,0,0,3.0,3.77,2,0,1.66,0,0.43,0.56,1,4,0,16.94
1,21,1.72,50.83,0,0,3.0,3.29,2,0,1.57,0,0.55,0.47,1,4,0,17.13
1,20,1.73,50.0,0,0,1.12,4.0,2,0,1.0,0,1.3,0.37,1,4,0,16.61
0,23,1.88,64.11,1,1,3.0,3.0,1,0,2.84,0,1.49,0.01,1,3,0,18.08
0,23,1.85,63.61,1,1,3.0,3.69,1,0,2.65,0,1.23,0.83,1,3,0,18.49
0,23,1.84,58.85,1,1,3.0,3.0,1,0,2.03,0,1.66,0.11,1,3,0,17.47
0,18,1.76,52.0,1,1,3.0,3.0,2,0,2.0,0,0.66,1.0,0,4,0,16.87
0,22,1.71,51.6,1,1,3.0,3.16,2,0,1.25,0,0.54,0.26,0,4,0,17.59
0,18,1.69,52.0,1,1,3.0,3.0,2,0,2.0,0,0.82,1.0,0,4,0,18.12
1,20,1.67,49.74,0,0,2.89,3.56,2,0,1.63,0,2.0,1.0,1,4,0,17.82
1,20,1.69,49.66,0,0,2.71,3.0,2,0,2.0,0,1.9,1.0,1,4,0,17.42
1,20,1.66,49.04,0,0,2.75,3.0,2,0,2.0,0,1.07,1.0,1,4,0,17.78
1,23,1.71,50.29,1,1,2.0,3.0,2,0,2.1,0,1.64,2.0,0,4,0,17.19
1,20,1.76,53.7,1,1,2.0,3.89,2,0,1.86,0,2.87,2.0,0,4,0,17.42
1,23,1.73,51.44,1,1,2.0,3.0,2,0,1.23,0,0.62,2.0,0,4,0,17.21
1,19,1.66,49.84,0,1,1.49,3.0,1,0,1.05,0,2.0,1.0,1,4,0,18.04
1,19,1.7,50.0,0,1,1.0,3.24,1,0,1.0,0,2.0,1.0,1,4,0,17.3
1,19,1.66,49.93,0,1,2.21,3.0,1,0,1.53,0,2.0,1.0,1,4,0,18.09
1,30,1.61,49.52,1,1,2.06,3.9,2,0,2.0,0,0.82,0.0,0,4,0,19.08
1,32,1.64,46.66,1,1,3.0,3.11,2,0,2.72,0,1.44,0.0,0,4,0,17.33
1,24,1.65,49.84,1,1,3.0,3.59,2,0,2.73,0,0.11,0.0,0,4,0,18.4
0,17,1.71,51.59,0,1,2.0,2.06,1,0,2.37,0,0.29,0.71,1,4,0,17.63
0,16,1.75,50.0,0,1,2.31,3.56,1,0,1.79,0,1.93,0.83,1,4,0,16.28
0,16,1.69,52.63,0,1,2.0,2.0,1,0,2.67,0,0.99,0.47,1,4,0,18.41
0,18,1.75,51.46,0,1,2.82,3.0,1,0,1.77,0,1.25,1.0,1,4,0,16.74
0,18,1.78,50.87,0,1,2.05,3.0,1,0,2.0,0,0.52,1.0,1,4,0,16.03
0,18,1.76,52.33,0,1,2.6,3.0,1,0,2.0,0,0.28,1.49,1,4,0,16.97
0,17,1.84,58.94,1,1,2.77,3.82,1,0,2.0,0,2.0,0.56,0,3,0,17.47
0,20,1.77,57.79,1,1,2.0,3.9,1,0,2.62,0,2.0,1.89,0,3,0,18.48
0,18,1.78,57.15,1,1,2.0,3.09,1,0,2.43,0,2.0,1.84,0,3,0,18.09
1,17,1.64,43.37,0,1,2.82,3.0,1,0,2.91,0,2.6,1.38,1,4,0,16.11
1,17,1.58,44.41,0,1,2.74,3.0,1,0,2.31,0,2.24,1.59,1,4,0,17.68
1,16,1.82,47.12,0,1,3.0,3.29,1,0,2.15,0,2.46,1.27,1,4,0,14.25
0,18,1.79,59.68,1,1,2.57,4.0,1,0,2.0,0,2.0,0.22,0,3,0,18.55
0,17,1.81,58.97,1,1,2.52,4.0,1,0,2.0,0,2.0,0.04,0,3,0,18.01
0,19,1.77,55.7,1,1,2.0,4.0,1,0,2.16,0,2.0,1.68,0,3,0,17.83
1,22,1.7,54.99,1,1,3.0,3.0,2,0,2.0,0,0.14,0.88,0,4,0,19.04
1,21,1.76,55.01,1,1,2.97,3.59,2,0,2.89,0,2.0,1.01,0,4,0,17.77
1,23,1.74,54.17,1,1,3.0,3.0,2,0,2.03,0,2.0,0.15,0,4,0,17.88
1,19,1.74,49.65,0,1,3.0,3.75,1,0,1.69,0,2.0,1.0,1,4,0,16.41
1,17,1.65,49.6,0,1,3.0,3.57,1,0,1.44,0,2.0,1.0,1,4,0,18.27
1,19,1.77,49.6,0,1,3.0,3.73,1,0,1.19,0,2.0,1.0,1,4,0,15.86
1,18,1.7,50.0,0,1,1.08,3.52,2,0,1.02,0,0.65,1.0,1,4,0,17.3
1,20,1.7,49.68,0,1,1.27,3.73,2,0,1.88,0,2.0,1.0,1,4,0,17.2
1,18,1.74,50.0,0,1,1.34,4.0,2,0,1.0,0,2.0,1.0,1,4,0,16.44
1,20,1.59,42.37,0,0,2.96,3.0,2,0,1.0,0,1.52,0.0,1,4,0,16.75
0,17,1.85,59.41,1,1,2.44,3.0,1,0,2.0,0,2.78,1.0,0,3,0,17.39
0,17,1.82,59.3,1,1,2.43,3.0,1,0,2.0,0,2.35,1.0,0,3,0,17.81
0,19,1.86,59.26,1,1,2.59,3.3,1,0,2.04,0,2.04,1.12,0,3,0,17.19
1,23,1.72,50.0,1,1,2.45,3.65,2,0,1.27,0,0.87,0.1,0,4,0,16.99
1,22,1.68,49.95,1,1,2.93,3.0,2,0,2.79,0,0.63,1.37,0,4,0,17.8
1,23,1.72,51.07,1,1,2.0,3.0,2,0,1.43,0,2.2,2.0,0,4,0,17.31
1,17,1.71,50.0,0,1,2.02,3.3,1,0,1.32,0,0.07,1.0,1,4,0,17.08
1,18,1.7,50.0,0,1,1.03,3.0,1,0,1.96,0,0.03,1.0,1,4,0,17.3
1,18,1.7,50.0,0,1,1.59,3.54,1,0,1.09,0,0.62,1.0,1,4,0,17.3
1,19,1.57,39.85,0,1,1.21,1.72,1,0,1.18,0,0.68,2.0,1,4,0,16.09
1,20,1.53,39.37,0,1,1.52,3.0,1,0,1.98,0,2.31,0.72,1,4,0,16.8
1,20,1.53,40.34,0,1,2.7,2.88,1,0,1.44,0,0.14,0.32,1,4,0,17.24
0,20,1.77,56.31,1,1,2.36,4.0,1,0,2.36,0,2.0,0.94,0,3,0,18.02
0,18,1.88,60.0,1,1,3.0,3.63,1,0,2.0,0,2.01,0.46,0,3,0,16.92
0,18,1.82,58.62,1,1,2.14,4.0,1,0,2.93,0,2.0,1.16,0,3,0,17.61
0,18,1.84,60.0,1,1,3.0,4.0,1,0,2.0,0,2.0,0.0,0,3,0,17.72
0,17,1.82,58.33,1,1,2.56,4.0,1,0,2.0,0,2.0,0.33,0,3,0,17.62
0,17,1.8,59.61,1,1,2.34,4.0,1,0,2.0,0,2.0,0.13,0,3,0,18.43
0,18,1.71,50.93,1,1,2.0,3.0,1,0,2.0,0,0.0,1.59,1,4,0,17.4
0,18,1.71,51.12,1,1,2.0,3.0,1,0,2.0,0,0.0,1.33,1,4,0,17.55
0,18,1.72,51.15,1,1,1.81,3.0,1,0,1.27,0,0.52,1.67,1,4,0,17.36
1,19,1.56,44.19,0,0,2.72,3.0,2,0,1.0,1,1.07,0.0,1,4,0,18.26
1,19,1.6,45.0,0,0,3.0,3.0,2,0,1.28,1,1.6,0.0,1,4,0,17.49
1,20,1.6,45.0,0,0,3.0,3.0,2,0,2.88,1,1.26,0.0,1,4,0,17.53
0,18,1.72,51.73,1,1,1.13,3.0,1,0,1.33,0,0.23,1.71,1,4,0,17.53
0,18,1.75,54.12,1,1,2.0,3.17,1,0,2.28,0,1.84,2.0,1,4,0,17.6
0,18,1.7,50.16,1,1,1.76,3.0,1,0,1.15,0,0.83,1.62,1,4,0,17.32
0,20,1.75,55.0,1,1,2.0,3.49,1,0,2.98,0,1.95,2.0,0,4,0,17.89
1,22,1.67,49.98,1,1,2.98,3.0,2,0,2.98,0,0.95,1.24,0,4,0,17.88
1,22,1.59,44.05,0,0,3.0,2.99,2,0,2.7,0,1.97,0.0,0,4,0,17.34
1,23,1.58,44.38,0,0,2.2,2.13,2,0,2.12,0,1.0,0.0,0,4,0,17.67
1,19,1.6,45.0,0,0,3.0,3.0,2,0,2.95,1,1.3,0.0,1,4,0,17.57
1,21,1.73,49.82,1,0,2.89,3.91,2,0,1.11,0,1.55,0.56,0,4,0,16.73
0,20,1.87,63.2,1,1,3.0,3.7,1,0,2.83,0,1.7,0.07,1,3,0,18.09
1,21,1.69,51.26,1,1,3.0,3.18,2,0,1.91,0,0.48,0.63,0,4,0,18.01
1,20,1.65,49.03,0,0,2.53,3.0,1,0,1.97,0,2.0,1.0,1,4,0,17.94
1,23,1.74,53.66,1,1,2.24,3.0,2,0,1.85,0,2.46,0.81,0,4,0,17.72
1,18,1.7,50.0,0,1,1.0,3.24,2,0,1.01,0,0.78,1.0,1,4,0,17.3
1,35,1.69,50.0,1,1,2.65,3.8,2,0,1.6,0,0.17,0.1,0,4,0,17.52
0,18,1.79,51.55,0,1,2.9,3.0,1,0,1.84,0,1.16,1.0,1,4,0,16.12
0,17,1.81,58.83,1,1,2.48,3.76,1,0,2.0,0,2.0,0.93,0,3,0,17.93
1,17,1.83,43.53,0,1,2.95,3.0,1,0,2.95,0,2.83,1.47,1,4,0,13.0
0,17,1.78,56.03,1,1,2.0,4.0,1,0,2.29,0,2.0,1.16,0,3,0,17.63
1,23,1.75,55.97,1,1,2.48,3.37,2,0,2.0,0,2.0,0.33,0,4,0,18.24
1,18,1.79,50.0,0,1,2.78,4.0,1,0,1.0,0,2.0,1.0,1,4,0,15.67
1,19,1.71,50.0,0,1,1.01,4.0,2,0,1.0,0,1.68,0.7,1,4,0,17.03
1,19,1.54,42.01,0,0,2.94,2.71,2,0,1.33,1,1.88,0.37,1,4,0,17.7
0,17,1.9,59.9,1,1,2.84,3.34,1,0,2.0,0,2.51,0.56,0,3,0,16.65
1,23,1.71,50.08,1,1,2.0,3.0,2,0,2.69,0,0.37,2.0,0,4,0,17.12
1,18,1.7,50.63,0,1,2.0,3.0,1,0,2.0,0,0.0,1.53,1,4,0,17.43
1,19,1.56,39.7,0,1,1.89,2.22,1,0,2.01,0,2.08,1.68,1,4,0,16.38
0,18,1.85,60.0,1,1,3.0,4.0,1,0,2.0,0,2.0,0.0,0,3,0,17.62
0,17,1.83,59.99,1,1,2.94,4.0,1,0,2.0,0,2.0,0.13,0,3,0,17.82
0,18,1.72,52.51,1,1,2.34,3.0,1,0,2.0,0,0.03,1.88,1,4,0,17.71
1,20,1.61,44.66,0,0,3.0,2.89,2,0,1.0,1,0.77,0.0,1,4,0,17.33
0,18,1.72,52.06,1,1,1.95,3.0,1,0,1.75,0,0.2,1.74,1,4,0,17.62
0,20,1.76,54.98,1,1,2.28,3.5,1,0,2.89,0,1.7,1.89,0,4,0,17.82
0,18,1.77,55.7,1,1,2.0,4.0,1,0,2.37,0,2.0,1.61,0,3,0,17.77
1,21,1.77,56.27,1,1,2.37,4.0,2,0,2.26,0,2.0,0.84,0,4,0,18.01
1,22,1.7,51.44,1,1,2.98,3.0,2,0,2.04,0,2.01,1.25,0,4,0,17.71
1,21,1.67,49.8,1,1,2.98,3.19,2,0,2.48,0,2.0,1.0,0,4,0,17.9
1,23,1.72,51.88,1,1,2.66,3.0,2,0,1.04,0,0.79,1.39,0,4,0,17.49
1,22,1.59,44.24,0,0,3.0,1.7,2,0,2.55,0,1.1,0.0,0,4,0,17.54
1,23,1.6,42.99,0,0,2.75,2.81,2,0,2.35,0,1.61,0.0,0,4,0,16.82
1,23,1.6,44.59,0,0,2.59,1.88,2,0,1.92,0,0.42,0.0,0,4,0,17.5
1,22,1.6,44.92,0,0,2.89,2.33,2,0,2.31,0,1.42,0.0,0,4,0,17.58
1,19,1.63,45.0,0,1,3.0,3.0,1,0,2.92,1,1.35,0.22,1,4,0,16.87
1,19,1.56,42.13,0,1,3.0,1.99,1,0,2.24,0,0.21,0.28,0,4,0,17.32
1,19,1.55,42.07,0,1,3.0,1.74,1,0,2.32,0,1.19,0.75,0,4,0,17.59
1,20,1.6,44.81,0,0,3.0,2.97,2,0,1.15,1,0.88,0.0,1,4,0,17.52
1,22,1.69,51.11,1,1,3.0,3.72,2,0,1.77,0,0.1,0.65,0,4,0,17.91
1,21,1.74,50.48,1,1,3.0,3.49,2,0,1.33,0,0.79,0.13,0,4,0,16.72
1,19,1.73,50.0,0,1,1.05,3.38,1,0,1.0,0,1.85,0.86,1,4,0,16.67
0,22,1.87,61.41,1,1,3.0,3.26,1,0,2.23,0,1.56,0.0,1,3,0,17.58
0,19,1.85,61.26,1,1,3.0,3.99,1,0,2.55,0,1.29,0.27,1,3,0,17.88
0,21,1.79,58.59,1,1,2.53,3.25,1,0,2.39,0,1.98,1.67,0,3,0,18.34
0,18,1.79,52.0,1,1,3.0,3.0,1,0,2.0,0,0.85,1.0,1,4,0,16.27
1,22,1.71,51.71,1,1,2.88,3.09,2,0,1.25,0,1.95,0.43,0,4,0,17.63
0,18,1.7,51.69,1,1,2.82,3.0,1,0,2.0,0,0.53,1.1,1,4,0,17.91
1,19,1.67,49.8,0,1,2.79,3.41,1,0,1.54,0,2.0,1.0,1,4,0,17.85
